Name,Price,Year,Engine,Distance,City
Volkswagen Passat,11 300 AZN,2007,2.0 L,167 150 km,Bakı
Mercedes C 300,23 700 $,2015,2.0 L,112 500 km,Bakı
Kia Soul,22 500 AZN,2018,1.6 L,42 000 km,Bakı
Mercedes E 220 d,53 000 $,2021,2.0 L,60 000 km,Bakı
Mercedes C 180,9 399 AZN,1996,1.8 L,430 000 km,Qəbələ
Toyota Prius Prime,32 900 AZN,2021,1.8 L,29 800 km,Bakı
Toyota Prius,11 000 AZN,2007,1.5 L,418 429 km,Bakı
Land Rover Range Rover,73 700 $,2019,3.0 L,46 000 km,Bakı
Toyota Camry,32 700 $,2022,2.5 L,23 000 km,Bakı
Kia Sorento,34 900 AZN,2015,2.0 L,129 000 km,Bakı
Land Rover Range Rover,64 000 $,2016,3.0 L,133 576 km,Bakı
Ford Transit,23 000 AZN,2009,2.2 L,173 890 km,Göyçay
Chevrolet Cruze,13 200 AZN,2013,1.8 L,214 000 km,Sumqayıt
Hyundai H 100,19 800 AZN,2011,2.6 L,276 000 km,Bakı
Ford Transit,12 400 AZN,1992,2.3 L,566 655 km,Yevlax
Toyota Land Cruiser,88 000 $,2022,3.3 L,52 000 km,Bakı
Hyundai Sonata,30 700 AZN,2018,2.0 L,55 400 km,Bakı
BMW 528,22 500 $,2015,2.0 L,175 000 km,Bakı
Honda Accord,16 900 AZN,2009,2.4 L,421 700 km,Sumqayıt
Chevrolet Cruze,13 450 AZN,2012,1.4 L,304 000 km,Sumqayıt
Mercedes S 400,43 000 $,2015,3.0 L,125 000 km,Bakı
Ford Explorer,33 700 AZN,2015,2.0 L,151 000 km,Bakı
Opel Astra,4 900 AZN,1996,1.6 L,375 000 km,Bakı
Hyundai Grandeur,32 500 AZN,2014,2.2 L,215 000 km,Bakı
Haima 8S,46 200 AZN,2022,1.6 L,0 km,Bakı
Mercedes E 200,83 485 €,2023,2.0 L,0 km,Bakı
Geely Emgrand,34 900 AZN,2024,1.5 L,0 km,Bakı
Jeep Grand Cherokee,34 900 $,2020,3.0 L,101 000 km,Bakı
Kia Sportage,25 800 AZN,2014,2.0 L,176 000 km,Bakı
Kia Cerato,22 500 AZN,2017,2.0 L,94 951 km,Bakı
Hyundai Sonata,18 000 AZN,2010,2.0 L,265 000 km,Bakı
Kia Sorento,41 500 AZN,2016,2.2 L,196 000 km,Bakı
Kia Sorento,42 000 AZN,2017,2.0 L,134 000 km,Bakı
LADA (VAZ) 2107,5 600 AZN,2002,1.6 L,85 000 km,Bakı
Fiat Doblo,11 500 AZN,2013,1.4 L,298 781 km,Bakı
Volkswagen Arteon,26 500 $,2018,2.0 L,68 000 km,Bakı
Mercedes GLS 450 4MATIC,112 000 $,2021,3.0 L,16 000 km,Bakı
Ford Tourneo Custom,73 000 AZN,2023,2.2 L,0 km,Bakı
Mercedes E 280,17 900 AZN,2006,3.0 L,330 714 km,Sumqayıt
Kia Sorento,32 900 AZN,2013,2.0 L,82 000 km,Bakı
Hyundai Elantra,17 700 AZN,2011,1.8 L,170 000 km,Sumqayıt
Tofas Sahin,8 000 AZN,2005,1.6 L,96 000 km,Bakı
Toyota Land Cruiser Prado,31 500 $,2014,2.7 L,208 000 km,Saatlı
Ford Transit,102 000 AZN,2023,2.2 L,0 km,Bakı
Kia Cerato,22 500 AZN,2017,2.0 L,148 060 km,Bakı
Hyundai Avante,19 800 AZN,2013,1.6 L,219 700 km,Bakı
Toyota Camry,16 800 AZN,2007,2.4 L,298 639 km,Oğuz
LADA (VAZ) 2106,2 200 AZN,1985,1.5 L,99 000 km,Masallı
Mercedes S 320,8 800 AZN,1999,3.2 L,355 677 km,Bakı
Kia Sorento,29 000 AZN,2013,2.0 L,101 000 km,Sumqayıt
Ford Transit,73 900 AZN,2023,2.2 L,0 km,Bakı
Mercedes C 200,17 500 AZN,2008,1.8 L,274 000 km,Bakı
Hyundai Accent,17 800 AZN,2011,1.4 L,28 735 km,Bakı
Genesis GV80,180 000 AZN,2023,2.5 L,0 km,Bakı
Opel Astra,10 800 AZN,2002,1.8 L,218 123 km,Bakı
Toyota Camry,41 500 $,2022,2.5 L,8 700 km,Bakı
Isuzu NMR 77 H,65 500 AZN,2022,3.0 L,0 km,Bakı
Iran Khodro Samand,5 500 AZN,2007,1.8 L,350 000 km,Bakı
Audi A7,19 500 $,2011,3.0 L,128 000 km,Bakı
Kia Sorento,42 000 $,2022,1.6 L,35 000 km,Bakı
Kia Sportage,48 900 AZN,2023,2.0 L,0 km,Bakı
Mercedes S 500,52 800 $,2015,4.7 L,137 000 km,Bakı
GAC Aion Hyper GT,35 900 $,2024,0.0 L,0 km,Bakı
Toyota Camry,35 000 $,2021,2.5 L,63 600 km,Bakı
Toyota Yaris iA,23 500 AZN,2018,1.5 L,79 000 km,Bakı
Toyota Corolla,12 850 AZN,2006,1.4 L,198 000 km,Bakı
Mazda CX-9,37 000 $,2021,2.5 L,27 777 km,Bakı
Hyundai Elantra,22 500 AZN,2017,2.0 L,126 000 km,Bakı
Ford Transit,15 500 AZN,1999,2.5 L,344 000 km,Mingəçevir
Toyota Corolla,18 700 AZN,2008,1.4 L,210 000 km,Bakı
Mercedes C 180,11 400 AZN,1999,1.8 L,450 000 km,Bakı
Opel Astra,9 000 AZN,2004,1.4 L,310 000 km,Bakı
Toyota Corolla,25 300 AZN,2013,1.6 L,175 000 km,Bakı
BMW X7,75 000 $,2019,3.0 L,89 000 km,Bakı
BMW 328,32 800 AZN,2014,2.0 L,149 000 km,Bakı
Nissan Juke,24 700 AZN,2016,1.6 L,78 900 km,Bakı
Land Rover Range Rover,102 000 $,2020,3.0 L,48 000 km,Bakı
Mercedes C 220 d,11 200 AZN,2000,2.2 L,500 000 km,Bakı
Chevrolet Cruze,13 500 AZN,2015,1.4 L,290 000 km,Sumqayıt
Genesis GV70,135 000 AZN,2023,2.5 L,0 km,Bakı
Land Rover Range Rover,29 600 $,2011,5.0 L,120 000 km,Bakı
Mercedes E 220 d,28 000 AZN,2010,2.2 L,320 000 km,Bakı
Li Auto L7,52 000 $,2024,1.5 L,0 km,Bakı
Changan CS 75 Plus,43 500 AZN,2023,1.5 L,8 000 km,Bakı
Hyundai Santa Fe,70 000 AZN,2021,2.5 L,16 000 km,Bakı
Kia Optima,29 500 AZN,2016,2.0 L,64 000 km,Bakı
Land Rover Range Rover,68 000 $,2014,5.0 L,85 000 km,Bakı
Ford Fusion (North America),19 300 AZN,2014,1.5 L,136 602 km,Bakı
Toyota Frontlander,27 999 $,2024,2.0 L,0 km,Bakı
Ford Focus,11 000 AZN,2006,1.6 L,133 300 km,Bakı
Hyundai Sonata,20 600 AZN,2009,2.0 L,191 500 km,Bakı
BMW 735,11 400 AZN,1998,3.5 L,400 000 km,Bakı
Hyundai Accent,20 800 AZN,2016,1.6 L,144 000 km,Bakı
LADA (VAZ) 2104,8 000 AZN,2007,1.5 L,62 000 km,Şəmkir
Land Rover Range Rover,38 800 AZN,2005,3.2 L,189 000 km,Bakı
Mercedes E 220 d,12 500 AZN,2001,2.2 L,321 000 km,Sumqayıt
Geely Tugella S,59 900 AZN,2023,2.0 L,0 km,Bakı
Land Rover Range Rover,50 000 $,2016,3.0 L,155 000 km,Bakı
Geely Monjaro,74 900 AZN,2024,2.0 L,0 km,Bakı
Mercedes E 200,83 485 €,2023,2.0 L,0 km,Bakı
Hyundai Sonata,25 200 AZN,2017,2.0 L,128 000 km,Bakı
Kia Optima,27 500 AZN,2014,2.0 L,162 192 km,Bakı
Chevrolet Malibu,21 500 AZN,2019,1.5 L,110 000 km,Bakı
BMW X5,99 500 $,2023,3.0 L,4 624 km,Bakı
Hyundai Elantra,24 700 AZN,2018,2.0 L,66 000 km,Bakı
Hyundai Accent,21 500 AZN,2017,1.6 L,140 504 km,Bakı
Mercedes E 220 d,11 800 AZN,2000,2.2 L,365 488 km,Bakı
BMW 528,24 500 $,2016,2.0 L,104 128 km,Bakı
Opel Astra,9 400 AZN,2007,1.3 L,382 000 km,Bakı
Kia Rio,11 500 AZN,2009,1.4 L,180 000 km,Sumqayıt
Toyota Prius,11 100 AZN,2008,1.5 L,350 000 km,Bakı
LADA (VAZ) 2107,4 800 AZN,2006,1.6 L,99 000 km,Bakı
Toyota Prius,19 900 AZN,2012,1.5 L,178 637 km,Bakı
Toyota Land Cruiser,20 000 AZN,2006,4.5 L,133 000 km,Bakı
LADA (VAZ) 21011,2 700 AZN,1985,1.3 L,50 000 km,Ağdaş
Mercedes C 220 d,13 300 AZN,1999,2.2 L,437 000 km,Bakı
Mercedes E 220 d,37 900 $,2018,2.0 L,205 000 km,Bakı
LADA (VAZ) 2107,6 200 AZN,2006,1.6 L,99 000 km,Sumqayıt
Hyundai Tucson,31 200 AZN,2017,2.0 L,37 000 km,Bakı
BMW X7,144 500 $,2023,3.0 L,0 km,Bakı
BMW 530,11 900 AZN,2000,3.0 L,323 412 km,Bakı
Mercedes E 400,26 500 $,2014,3.0 L,167 000 km,Bakı
Toyota Corolla,11 950 AZN,2005,1.4 L,195 000 km,Sumqayıt
Hyundai Santa Fe,34 400 AZN,2015,2.0 L,157 500 km,Bakı
Mercedes E 220 d,16 700 AZN,2000,2.2 L,327 000 km,Bakı
LADA (VAZ) Niva,6 000 AZN,1998,1.7 L,158 000 km,Şamaxı
Mercedes GL 500 4MATIC,25 500 AZN,2008,5.5 L,268 000 km,Bakı
VGV U70 Pro,35 500 AZN,2024,1.5 L,0 km,Bakı
Opel Astra,9 000 AZN,2006,1.3 L,250 000 km,Xırdalan
BMW 320,19 000 $,2016,2.0 L,108 040 km,Bakı
Mercedes Viano,43 000 AZN,2010,2.2 L,253 000 km,Bakı
Hyundai Elantra,25 600 AZN,2019,2.0 L,98 765 km,Bakı
Land Rover Range Rover,242 500 $,2022,4.4 L,32 000 km,Bakı
BMW 530,30 900 $,2017,2.0 L,47 000 km,Bakı
Jaguar F-Type S,39 900 $,2013,5.0 L,49 950 km,Bakı
Lamborghini Urus,285 000 $,2019,4.0 L,26 000 km,Bakı
Ford Transit,28 800 AZN,1998,2.5 L,320 000 km,Bakı
Toyota Picnic,7 500 AZN,1999,2.2 L,161 050 km,Bakı
Volvo FH 460,60 500 AZN,2011,12 L,1 125 400 km,Bakı
Yamaha FZ6N,10 000 AZN,2013,0.6 L,42 000 km,Bakı
Hyundai Elantra,22 800 AZN,2013,1.8 L,145 000 km,Bakı
Dacia Logan,12 500 AZN,2007,1.5 L,320 000 km,Bakı
Hyundai Grandeur,32 800 AZN,2016,2.2 L,160 243 km,Bakı
Kia Sorento,46 800 AZN,2018,2.0 L,127 200 km,Bakı
Toyota Corolla Fielder,22 000 AZN,2017,1.5 L,220 000 km,Bakı
Toyota Prius,8 300 AZN,2008,1.5 L,210 000 km,Bakı
Opel Astra,8 000 AZN,1999,1.6 L,350 000 km,Bakı
Toyota Prius,9 100 AZN,2007,1.5 L,319 000 km,Bakı
Mercedes E 220 d,18 700 $,2014,2.2 L,226 000 km,Bakı
Toyota Prius,10 700 AZN,2007,1.5 L,220 160 km,Bakı
Mercedes Sprinter 316,66 000 AZN,2017,2.2 L,371 000 km,Sumqayıt
Toyota Camry,38 900 $,2023,2.5 L,12 000 km,Bakı
Hyundai Sonata,15 800 AZN,2009,2.4 L,173 000 km,Bakı
Chevrolet Cobalt,30 000 AZN,2023,1.5 L,77 000 km,Bakı
Kia Sorento,44 500 AZN,2017,2.0 L,152 000 km,Bakı
Toyota Land Cruiser,34 700 $,2010,4.0 L,165 000 km,Bakı
IM LS6,39 700 $,2024,0.0 L,0 km,Bakı
Hyundai Elantra,19 900 AZN,2013,1.8 L,179 123 km,Bakı
Opel Astra,10 800 AZN,2008,1.3 L,305 658 km,Bakı
Mercedes C 220 d,10 700 AZN,1999,2.2 L,320 000 km,Bakı
BMW 328,41 000 AZN,2017,2.0 L,120 000 km,Bakı
Nissan Juke,21 900 AZN,2015,1.5 L,121 340 km,Bakı
BMW 428,20 000 $,2014,2.0 L,118 000 km,Bakı
Kia Rio,25 500 AZN,2021,1.6 L,38 624 km,Bakı
Land Rover Discovery,24 900 $,2014,3.0 L,120 000 km,Bakı
Land Rover RR Sport,87 000 $,2020,3.0 L,74 000 km,Bakı
Mercedes E 300,34 500 $,2017,2.0 L,127 000 km,Bakı
Nissan Tiida,11 499 AZN,2012,1.5 L,170 000 km,Bakı
Mercedes S 350,21 900 $,2010,3.5 L,170 000 km,Bakı
BMW 320e,23 800 $,2017,2.0 L,201 000 km,Bakı
Bestune NAT,19 500 $,2022,0.0 L,0 km,Bakı
Nissan Micra,14 800 AZN,2016,1.2 L,87 140 km,Bakı
Lexus GS 350,31 700 AZN,2012,3.5 L,255 000 km,Bakı
Hyundai Elantra,27 000 AZN,2020,2.0 L,111 046 km,Bakı
Honda Accord,44 500 AZN,2022,2.0 L,6 500 km,Bakı
Toyota Land Cruiser Prado,31 700 AZN,2008,2.7 L,149 000 km,Bakı
Mazda CX-5,25 500 $,2018,2.5 L,60 308 km,Bakı
Mercedes E 220 d,32 500 $,2016,2.0 L,145 000 km,Bakı
Toyota Land Cruiser Prado,32 600 AZN,2008,2.7 L,158 000 km,Bakı
Ford Fusion (North America),22 000 AZN,2016,1.5 L,177 000 km,Bakı
Mercedes GLS 450 4MATIC,44 300 $,2017,3.0 L,111 000 km,Bakı
Hyundai Sonata,13 800 AZN,2006,2.4 L,300 000 km,Bakı
Hyundai Avante,22 500 AZN,2014,2.0 L,128 000 km,Bakı
Kia K7,43 000 AZN,2017,2.2 L,112 300 km,Bakı
Dacia Logan,12 500 AZN,2007,1.5 L,320 000 km,Bakı
Opel Zafira,11 400 AZN,2001,1.8 L,215 000 km,Sumqayıt
Kia Optima,31 800 AZN,2017,2.0 L,151 200 km,Bakı
LADA (VAZ) 2107,3 800 AZN,1991,1.5 L,52 153 km,Bakı
Hyundai i30,18 000 AZN,2012,1.6 L,177 000 km,Bakı
Hyundai Elantra,22 500 AZN,2014,1.6 L,250 000 km,Bakı
BMW 520,24 800 $,2014,2.0 L,160 000 km,Bakı
LADA (VAZ) 2115,8 000 AZN,2011,1.6 L,2 542 487 km,Bakı
Toyota Avensis,15 000 AZN,2007,2.0 L,248 118 km,Bakı
Mercedes E 200,23 300 $,2010,2.0 L,175 000 km,Bakı
Toyota Land Cruiser Prado,35 000 $,2012,3.0 L,230 000 km,Bakı
Land Rover Range Rover,51 500 $,2013,5.0 L,110 000 km,Bakı
Mercedes E 240,17 800 AZN,2000,2.4 L,270 500 km,Bakı
Kia Soul,19 400 AZN,2015,1.6 L,125 000 km,Bakı
Hyundai Sonata,20 900 AZN,2014,1.6 L,126 494 km,Bakı
BMW 528,32 400 AZN,2013,2.0 L,189 000 km,Bakı
Mitsubishi Pajero,34 800 AZN,2012,3.5 L,205 000 km,Bakı
Hyundai Accent,19 700 AZN,2014,1.6 L,213 500 km,Bakı
Hyundai Elantra,17 000 $,2017,1.6 L,99 999 km,Bakı
Hyundai Grandeur,33 800 AZN,2015,2.2 L,130 000 km,Bakı
Honda Civic,17 000 $,2018,1.5 L,130 350 km,Bakı
BMW X7,99 500 $,2021,3.0 L,58 000 km,Bakı
BMW 330,34 000 $,2019,2.0 L,109 000 km,Bakı
Subaru Forester,33 500 $,2023,2.0 L,0 km,Bakı
Mercedes C 300,29 800 $,2018,2.0 L,118 000 km,Bakı
Nissan Teana,18 000 AZN,2011,2.5 L,141 000 km,Zaqatala
BMW X1,26 500 AZN,2014,2.0 L,230 500 km,Bakı
Chevrolet Cruze,13 300 AZN,2015,1.4 L,356 000 km,Bakı
Land Rover Range Rover,51 500 $,2016,3.0 L,137 000 km,Bakı
BMW 730,55 800 $,2018,3.0 L,123 000 km,Bakı
LADA (VAZ) 2106,7 500 AZN,1999,1.6 L,125 678 km,Ağdaş
Cadillac CTS,19 500 $,2016,2.0 L,127 000 km,Bakı
Toyota Camry,36 500 $,2021,2.5 L,55 000 km,Bakı
VGV U75 Plus,38 000 AZN,2024,2.0 L,0 km,Bakı
Toyota Land Cruiser Prado,43 700 $,2018,3.0 L,143 000 km,Bakı
Mercedes S 500,43 800 $,2013,4.7 L,160 000 km,Bakı
Toyota Prius,17 800 AZN,2012,1.8 L,284 049 km,Bakı
Mercedes Sprinter 412,24 000 AZN,2004,2.2 L,389 000 km,Bakı
Lexus LX 570,53 500 $,2014,5.7 L,98 000 km,Bakı
Chevrolet Cruze,14 800 AZN,2015,1.4 L,158 000 km,Bakı
Hyundai Elantra,27 000 AZN,2020,2.0 L,111 046 km,Bakı
Mercedes 190,5 800 AZN,1991,2.0 L,350 000 km,Bakı
BMW 535,25 500 $,2015,3.0 L,127 000 km,Bakı
Kia Sorento,41 700 AZN,2016,2.0 L,166 000 km,Bakı
Toyota Prius,11 000 AZN,2008,1.5 L,252 816 km,Bakı
Honda Accord,45 000 AZN,2022,2.0 L,170 km,Bakı
Hyundai Veloster,19 800 AZN,2012,1.6 L,167 000 km,Bakı
Toyota Aqua,21 300 AZN,2018,1.5 L,98 000 km,Bakı
Land Rover Defender,125 000 $,2022,3.0 L,22 700 km,Bakı
BMW 535,23 500 $,2012,3.0 L,245 000 km,Bakı
Mercedes Vito 111,17 700 AZN,2007,2.2 L,380 000 km,Sumqayıt
BMW 520,24 800 $,2016,2.0 L,190 000 km,Bakı
Opel Astra,13 800 AZN,2010,1.3 L,195 000 km,Şirvan
Land Rover Range Rover,40 800 $,2013,3.0 L,102 000 km,Bakı
BMW 528,29 800 AZN,2013,2.0 L,139 400 km,Bakı
Hyundai Elantra,22 800 AZN,2017,2.0 L,125 000 km,Bakı
Land Rover Range Rover,242 500 $,2022,4.4 L,32 000 km,Bakı
DongFeng Nano Box,23 900 AZN,2024,0.0 L,0 km,Bakı
Peugeot e-2008,41 900 AZN,2022,0.0 L,0 km,Bakı
Nissan Altima,25 500 $,2019,2.0 L,39 000 km,Bakı
Toyota Corolla Fielder,23 800 AZN,2018,1.5 L,65 850 km,Bakı
Mercedes E 400,38 900 AZN,2014,3.0 L,201 000 km,Bakı
Opel Astra,8 600 AZN,1999,1.6 L,537 500 km,Bakı
Ford Transit,29 999 AZN,2010,2.4 L,138 000 km,Bakı
Hyundai Elantra,22 500 AZN,2017,2.0 L,86 500 km,Bakı
Land Rover Range Rover,48 900 $,2014,3.0 L,90 000 km,Bakı
Mercedes 190,11 900 AZN,1991,2.0 L,206 190 km,Bakı
BMW 530e,43 900 $,2022,2.0 L,5 500 km,Bakı
BMW 530,32 900 $,2019,2.0 L,11 500 km,Bakı
Hyundai Tucson,36 500 AZN,2019,2.0 L,123 000 km,Bakı
Kia Sportage,20 200 AZN,2009,2.0 L,170 000 km,Bakı
Mercedes C 180,7 900 AZN,1996,1.8 L,348 000 km,Gəncə
Kia Rio,11 000 AZN,2006,1.5 L,241 532 km,Gəncə
Ford Fusion (North America),16 900 AZN,2014,1.5 L,253 512 km,Sumqayıt
Mercedes 208 D,10 800 AZN,1992,2.3 L,278 559 km,Sumqayıt
Kia Ceed,11 900 AZN,2007,1.6 L,217 900 km,Bakı
BMW X5,36 300 $,2015,2.0 L,190 000 km,Bakı
Toyota Prius,13 800 AZN,2008,1.5 L,187 418 km,Bakı
Toyota Prius,12 300 AZN,2005,1.5 L,236 000 km,Bakı
Hyundai Tucson,16 900 AZN,2007,2.0 L,189 000 km,Bakı
Hyundai Accent,9 500 AZN,2007,1.5 L,300 000 km,Bakı
Hyundai Sonata,25 500 AZN,2014,2.4 L,164 000 km,Bakı
Kia Ceed,16 000 AZN,2010,1.4 L,200 220 km,Bakı
Mercedes S 500,11 900 AZN,2002,5.0 L,278 000 km,Bakı
BMW 530,30 900 $,2017,2.0 L,47 000 km,Bakı
Toyota Prius,20 500 AZN,2012,1.8 L,210 000 km,Bakı
Honda Civic,17 000 $,2018,1.5 L,130 350 km,Bakı
Khazar LX,7 900 AZN,2021,1.6 L,172 222 km,Bakı
Hyundai Sonata,27 700 AZN,2014,2.0 L,213 399 km,Bakı
Volvo FH 500,80 000 AZN,2011,10 L,1 000 100 km,Bakı
Mercedes E 220 d,19 000 $,2014,2.2 L,205 000 km,Bakı
LADA (VAZ) Priora,7 850 AZN,2008,1.6 L,250 000 km,Sumqayıt
Hyundai ix35,22 500 AZN,2011,2.0 L,222 458 km,Sumqayıt
Alfa Romeo Stelvio,54 600 $,2022,2.0 L,0 km,Bakı
Kia Sorento,41 700 AZN,2016,2.0 L,166 000 km,Bakı
ZEEKR 007,42 500 $,2024,0.0 L,0 km,Bakı
BMW X5,28 800 AZN,2007,4.8 L,160 000 km,Bakı
Toyota Land Cruiser,33 000 $,2012,4.0 L,159 000 km,Bakı
Ford Fusion (North America),21 300 AZN,2013,2.0 L,231 746 km,Bakı
Toyota Land Cruiser Prado,30 500 AZN,2008,2.7 L,209 000 km,Bakı
Kia Rio,17 400 AZN,2012,1.4 L,176 000 km,Bakı
Toyota Prius,10 600 AZN,2007,1.5 L,254 000 km,Bakı
Kia Sorento,38 500 AZN,2016,2.0 L,188 270 km,Bakı
Lexus ES 250,39 500 $,2019,2.5 L,48 000 km,Bakı
Hyundai Santa Fe,28 600 AZN,2012,2.4 L,255 000 km,Bakı
Nissan Note,14 100 AZN,2014,1.2 L,60 000 km,Bakı
LADA (VAZ) Niva,13 850 AZN,2016,1.7 L,121 231 km,Bakı
Kia Sorento,26 000 AZN,2010,2.0 L,134 000 km,Bakı
Ford Fusion (North America),22 500 AZN,2018,1.5 L,81 000 km,Bakı
Mercedes G 500,49 900 $,2008,5.0 L,150 000 km,Bakı
Ford Transit,19 999 AZN,2011,2.2 L,215 000 km,Bakı
Kia Rio,16 900 AZN,2014,1.4 L,270 000 km,Bakı
VGV U70 Pro,35 500 AZN,2024,1.5 L,0 km,Bakı
Ford Transit,19 800 AZN,2008,2.2 L,178 000 km,Bakı
Hyundai Elantra,23 800 AZN,2017,2.0 L,135 000 km,Bakı
BMW 328,20 900 $,2016,2.0 L,107 000 km,Bakı
Hyundai Sonata,27 800 AZN,2015,2.0 L,80 000 km,Bakı
Land Rover Discovery,31 500 $,2015,3.0 L,218 000 km,Bakı
BMW 528,17 500 $,2012,2.0 L,224 000 km,Bakı
Ford Tourneo Connect,14 000 AZN,2012,1.8 L,191 000 km,Bakı
Nissan Note,14 100 AZN,2014,1.2 L,90 000 km,Bakı
Mercedes CLA 250,21 300 $,2016,2.0 L,178 000 km,Bakı
LADA (VAZ) 2106,3 200 AZN,1991,1.5 L,99 000 km,Salyan
Hyundai Sonata,27 200 AZN,2015,2.0 L,121 000 km,Gəncə
Land Rover Range Rover,59 500 $,2015,3.0 L,146 000 km,Bakı
Kia K3,22 900 AZN,2014,1.6 L,164 500 km,Bakı
Khazar SD,12 000 AZN,2020,1.7 L,84 000 km,Bakı
Mercedes C 240,12 200 AZN,1999,2.4 L,299 500 km,Bakı
BMW 530e,42 500 $,2022,2.0 L,44 000 km,Bakı
Dodge Durango,68 700 $,2022,3.6 L,0 km,Bakı
VGV U70 Pro,35 500 AZN,2024,1.5 L,0 km,Bakı
Toyota Land Cruiser Prado,24 500 $,2010,2.7 L,82 000 km,Bakı
Mercedes E 220 d,34 900 $,2016,2.2 L,123 000 km,Bakı
Kia Sorento,36 000 AZN,2016,2.0 L,188 000 km,Bakı
Mercedes CLS 450 Coupe,70 000 $,2020,3.0 L,70 500 km,Bakı
Nissan Leaf,14 900 AZN,2015,0.0 L,60 000 km,Bakı
Porsche Panamera GTS,105 000 $,2018,4.0 L,46 000 km,Bakı
Porsche Taycan,93 500 $,2022,0.0 L,11 500 km,Bakı
Land Rover Discovery Sport,24 500 $,2016,2.0 L,68 000 km,Bakı
Toyota Land Cruiser,40 000 $,2013,4.0 L,96 000 km,Bakı
Mercedes C 240,12 200 AZN,1999,2.4 L,299 500 km,Bakı
Mercedes E 240,13 300 AZN,1999,2.4 L,388 525 km,Bakı
Hyundai Avante,29 500 AZN,2019,1.6 L,90 772 km,Bakı
Hyundai Santa Fe,26 000 AZN,2014,2.0 L,110 000 km,Bakı
BMW 530,38 500 $,2019,2.0 L,51 000 km,Bakı
Lexus NX 200,29 000 $,2018,2.0 L,60 000 km,Bakı
Voyah Free,43 900 $,2024,1.5 L,0 km,Bakı
Opel Vectra,6 900 AZN,1997,2.0 L,300 000 km,Masallı
LADA (VAZ) 21011,3 300 AZN,1980,1.3 L,99 885 km,Şəki
BMW 330,23 300 $,2017,2.0 L,127 000 km,Bakı
Hyundai Grandeur,29 300 AZN,2015,2.2 L,176 850 km,Bakı
BMW X5,82 500 $,2020,3.0 L,32 000 km,Bakı
Volkswagen Passat,6 900 AZN,2002,1.8 L,284 768 km,Sumqayıt
BMW 535,11 400 AZN,2000,3.5 L,296 000 km,Bakı
BMW X3,21 400 $,2015,2.0 L,72 000 km,Bakı
Hyundai Sonata,40 700 AZN,2021,2.0 L,60 000 km,Bakı
Hyundai Sonata,12 800 AZN,2006,2.4 L,263 000 km,Bakı
Toyota Corolla,25 000 AZN,2015,1.4 L,160 000 km,Bakı
Mercedes E 200,11 900 AZN,1999,2.0 L,345 678 km,Yevlax
Chevrolet Trax,19 950 AZN,2018,1.4 L,125 000 km,Bakı
Hyundai Santa Fe,30 000 AZN,2014,2.0 L,90 000 km,Bakı
Lexus NX 200,27 700 $,2019,2.0 L,68 000 km,Bakı
Mercedes C 240,9 600 AZN,2000,2.6 L,254 000 km,Sumqayıt
Land Rover RR Sport,44 000 $,2016,3.0 L,71 000 km,Bakı
Mazda CX-90,64 900 $,2023,3.3 L,0 km,Bakı
LADA (VAZ) 2106,4 200 AZN,1991,1.5 L,19 364 km,Sumqayıt
Khazar LX,16 500 AZN,2023,1.7 L,0 km,Bakı
Land Rover Discovery Sport,34 500 $,2019,2.0 L,100 500 km,Bakı
BMW 328,34 300 AZN,2015,2.0 L,156 000 km,Bakı
Skoda Superb,45 700 AZN,2022,2.0 L,40 000 km,Bakı
Toyota Land Cruiser,43 000 $,2011,4.5 L,187 000 km,Bakı
Kia Carens,22 500 AZN,2016,1.7 L,171 275 km,Bakı
Mercedes GL 500,39 900 $,2014,4.7 L,109 000 km,Bakı
Nissan Altima,21 000 AZN,2015,2.5 L,146 000 km,Bakı
Kia Ceed,13 800 AZN,2008,1.4 L,180 000 km,Bakı
BMW 750,15 000 $,2011,4.4 L,214 000 km,Sumqayıt
Hyundai Sonata,51 500 AZN,2022,2.0 L,32 000 km,Bakı
Chevrolet Cobalt,23 800 AZN,2023,1.5 L,31 000 km,Sumqayıt
Li Auto L7,49 900 $,2024,1.5 L,0 km,Bakı
Hyundai Santa Fe,37 300 AZN,2016,2.0 L,63 000 km,Bakı
Toyota Prius,11 500 AZN,2007,1.5 L,350 000 km,Bakı
LADA (VAZ) 2107,4 700 AZN,2007,1.6 L,65 000 km,Bakı
Toyota Prius,21 900 AZN,2014,1.8 L,247 839 km,Bakı
Ford Escape,8 300 AZN,2001,3.0 L,268 000 km,Qusar
Chery Arrizo 5 Plus,10 950 AZN,2014,1.5 L,128 000 km,Sumqayıt
Land Rover RR Sport,36 800 $,2016,3.0 L,105 000 km,Bakı
BMW 530,33 900 $,2017,2.0 L,58 000 km,Bakı
Changan Uni-V,61 660 AZN,2023,1.5 L,6 300 km,Bakı
Toyota Land Cruiser Prado,26 500 AZN,2005,2.7 L,180 000 km,Sumqayıt
Kia Sportage,22 400 AZN,2011,2.0 L,163 500 km,Bakı
Mercedes C 180,12 500 AZN,1998,1.8 L,285 000 km,Ağdaş
Mercedes E 220 d,17 000 AZN,2000,2.2 L,421 400 km,Bakı
Kia Rio,11 800 AZN,2006,1.5 L,252 000 km,Xırdalan
BMW 535,18 000 $,2010,3.0 L,240 000 km,Bakı
Hyundai Santa Fe,24 600 AZN,2013,2.0 L,168 981 km,Bakı
